"rules","support","confidence","coverage","lift","count"
"{frankfurter} => {rolls/buns}",0.0192170818505338,0.325862068965517,0.0589730554143366,1.77161605764282,189
"{frankfurter} => {other vegetables}",0.0164717844433147,0.279310344827586,0.0589730554143366,1.44351930708319,162
"{frankfurter} => {whole milk}",0.0205388917132689,0.348275862068965,0.0589730554143366,1.36302948804149,202
"{bottled beer} => {whole milk}",0.0204372140315201,0.253787878787879,0.0805287239450941,0.993236684392673,201
"{brown bread} => {other vegetables}",0.0187086934417895,0.288401253918495,0.0648703609557702,1.49050253930026,184
"{brown bread} => {whole milk}",0.0252160650737163,0.38871473354232,0.0648703609557702,1.5212930379581,248
"{margarine} => {rolls/buns}",0.0147432638535841,0.251736111111111,0.0585663446873411,1.36861506510657,145
"{margarine} => {other vegetables}",0.0197254702592781,0.336805555555556,0.0585663446873411,1.74066349915338,194
"{margarine} => {whole milk}",0.0241992882562278,0.413194444444444,0.0585663446873411,1.61709803466419,238
"{butter} => {yogurt}",0.0146415861718353,0.264220183486239,0.0554143365531266,1.89402733570492,144
"{butter} => {other vegetables}",0.0200305033045247,0.361467889908257,0.0554143365531266,1.86812227916327,197
"{butter} => {whole milk}",0.02755465175394,0.497247706422018,0.0554143365531266,1.94605300145665,271
"{newspapers} => {whole milk}",0.0273512963904423,0.342675159235669,0.0798169801728521,1.34111030285826,269
"{domestic eggs} => {other vegetables}",0.0222674123029995,0.350961538461538,0.0634468734112862,1.81382382068798,219
"{domestic eggs} => {whole milk}",0.0299949161159126,0.47275641025641,0.0634468734112862,1.85020266409542,295
"{fruit/vegetable juice} => {soda}",0.018403660396543,0.254571026722925,0.0722928317234367,1.45988690834984,181
"{fruit/vegetable juice} => {yogurt}",0.0187086934417895,0.258790436005626,0.0722928317234367,1.85510491116278,184
"{fruit/vegetable juice} => {other vegetables}",0.0210472801220132,0.291139240506329,0.0722928317234367,1.50465287986324,207
"{fruit/vegetable juice} => {whole milk}",0.0266395526182003,0.368495077355837,0.0722928317234367,1.44216040023663,262
"{whipped/sour cream} => {yogurt}",0.0207422470767667,0.28936170212766,0.0716827656329436,2.07425097698654,204
"{whipped/sour cream} => {other vegetables}",0.0288764616166751,0.402836879432624,0.0716827656329436,2.08192365171827,284
"{whipped/sour cream} => {whole milk}",0.0322318251143874,0.449645390070922,0.0716827656329436,1.75975424247812,317
"{pip fruit} => {tropical fruit}",0.0204372140315201,0.270161290322581,0.075648195221149,2.57464756814204,201
"{pip fruit} => {other vegetables}",0.026131164209456,0.345430107526882,0.0756481952211489,1.78523652523746,257
"{pip fruit} => {whole milk}",0.0300965937976614,0.397849462365591,0.075648195221149,1.55704316051158,296
"{pastry} => {other vegetables}",0.0225724453482461,0.253714285714286,0.0889679715302491,1.31123489227535,222
"{pastry} => {whole milk}",0.033248601931876,0.373714285714286,0.0889679715302491,1.46258654994031,327
"{citrus fruit} => {yogurt}",0.0216573462125064,0.261670761670762,0.0827656329435689,1.87575214360929,213
"{citrus fruit} => {other vegetables}",0.0288764616166751,0.348894348894349,0.0827656329435689,1.80314026346606,284
"{citrus fruit} => {whole milk}",0.0305033045246568,0.368550368550369,0.0827656329435689,1.44237679056621,300
"{sausage} => {soda}",0.0243009659379766,0.258658008658009,0.0939501779359431,1.48332449863062,239
"{sausage} => {rolls/buns}",0.0306049822064057,0.325757575757576,0.0939501779359431,1.7710479588589,301
"{sausage} => {other vegetables}",0.0269445856634469,0.286796536796537,0.0939501779359431,1.48220911161006,265
"{sausage} => {whole milk}",0.0298932384341637,0.318181818181818,0.0939501779359431,1.24525196252216,294
"{bottled water} => {soda}",0.028978139298424,0.262189512419503,0.110523640061007,1.50357659163021,285
"{bottled water} => {whole milk}",0.0343670564311134,0.310947562097516,0.110523640061007,1.21693962325072,338
"{tropical fruit} => {yogurt}",0.0292831723436706,0.27906976744186,0.10493136756482,2.00047460844803,288
"{tropical fruit} => {other vegetables}",0.0358922216573462,0.342054263565891,0.10493136756482,1.7677896385552,353
"{tropical fruit} => {whole milk}",0.0422979156075241,0.403100775193798,0.10493136756482,1.57759495584202,416
"{root vegetables} => {other vegetables}",0.047381799694967,0.434701492537313,0.108998474834774,2.2466049285888,466
"{root vegetables} => {whole milk}",0.0489069649211998,0.448694029850746,0.108998474834774,1.75603095247994,481
"{yogurt} => {other vegetables}",0.0434163701067616,0.311224489795918,0.139501779359431,1.6084565723294,427
"{yogurt} => {whole milk}",0.0560244026436197,0.401603498542274,0.139501779359431,1.57173514053453,551
"{rolls/buns} => {whole milk}",0.0566344687341129,0.307904919845218,0.183934926283681,1.20503178936638,557
"{other vegetables} => {whole milk}",0.0748347737671581,0.386757750919601,0.193492628368073,1.51363409482462,736
"{whole milk} => {other vegetables}",0.0748347737671581,0.292877039395145,0.255516014234875,1.51363409482462,736
"{oil,other vegetables} => {whole milk}",0.00508388408744281,0.510204081632653,0.0099644128113879,1.99675970666818,50
"{oil,whole milk} => {other vegetables}",0.00508388408744281,0.45045045045045,0.011286222674123,2.32799799273788,50
"{onions,root vegetables} => {other vegetables}",0.00569395017793594,0.602150537634409,0.00945602440264362,3.11200763932444,56
"{onions,other vegetables} => {root vegetables}",0.00569395017793594,0.4,0.0142348754448399,3.66977611940298,56
"{onions,other vegetables} => {whole milk}",0.00660904931367565,0.464285714285714,0.0142348754448399,1.81705133306805,65
"{onions,whole milk} => {other vegetables}",0.00660904931367565,0.546218487394958,0.0120996441281139,2.82294210379895,65
"{hamburger meat,other vegetables} => {whole milk}",0.00630401626842908,0.455882352941176,0.0138281647178444,1.78416352613469,62
"{hamburger meat,whole milk} => {other vegetables}",0.00630401626842908,0.427586206896552,0.0147432638535841,2.20983202565822,62
"{hygiene articles,other vegetables} => {whole milk}",0.00518556176919166,0.542553191489362,0.00955770208439248,2.12336276892076,51
"{hygiene articles,whole milk} => {other vegetables}",0.00518556176919166,0.404761904761905,0.0128113879003559,2.09187248204589,51
"{other vegetables,sugar} => {whole milk}",0.00630401626842908,0.584905660377358,0.0107778342653788,2.28911546749356,62
"{sugar,whole milk} => {other vegetables}",0.00630401626842908,0.418918918918919,0.0150482968988307,2.16503813324623,62
"{long life bakery product,other vegetables} => {whole milk}",0.00569395017793594,0.533333333333333,0.0106761565836299,2.08727948003714,56
"{long life bakery product,whole milk} => {other vegetables}",0.00569395017793594,0.421052631578947,0.0135231316725979,2.17606549215919,56
"{cream cheese,yogurt} => {other vegetables}",0.00528723945094052,0.426229508196721,0.0124046771733604,2.20282039575132,52
"{cream cheese,other vegetables} => {yogurt}",0.00528723945094052,0.385185185185185,0.0137264870360956,2.76114890400605,52
"{cream cheese,yogurt} => {whole milk}",0.00660904931367565,0.532786885245902,0.0124046771733604,2.08514087401251,65
"{cream cheese,whole milk} => {yogurt}",0.00660904931367565,0.401234567901235,0.0164717844433147,2.8761967750063,65
"{cream cheese,other vegetables} => {whole milk}",0.0067107269954245,0.488888888888889,0.0137264870360956,1.91333952336738,66
"{cream cheese,whole milk} => {other vegetables}",0.0067107269954245,0.407407407407407,0.0164717844433147,2.10554485120959,66
"{chicken,root vegetables} => {other vegetables}",0.00569395017793594,0.523364485981308,0.0108795119471276,2.7048290696932,56
"{chicken,other vegetables} => {root vegetables}",0.00569395017793594,0.318181818181818,0.0178952719877987,2.91914009497965,56
"{chicken,root vegetables} => {whole milk}",0.00599898322318251,0.551401869158878,0.0108795119471276,2.15799338765522,59
"{chicken,whole milk} => {root vegetables}",0.00599898322318251,0.341040462427746,0.0175902389425521,3.12885536191873,59
"{chicken,rolls/buns} => {whole milk}",0.00528723945094052,0.547368421052632,0.00965937976614133,2.14220788740654,52
"{chicken,whole milk} => {rolls/buns}",0.00528723945094052,0.300578034682081,0.0175902389425521,1.63415421287909,52
"{chicken,other vegetables} => {whole milk}",0.00843924758515506,0.471590909090909,0.0178952719877987,1.84564130159534,83
"{chicken,whole milk} => {other vegetables}",0.00843924758515506,0.479768786127168,0.0175902389425521,2.47951971180278,83
"{other vegetables,white bread} => {whole milk}",0.00589730554143366,0.42962962962963,0.0137264870360956,1.68141958114103,58
"{white bread,whole milk} => {other vegetables}",0.00589730554143366,0.345238095238095,0.0170818505338078,1.78424417586267,58
"{chocolate,soda} => {whole milk}",0.00508388408744281,0.37593984962406,0.0135231316725979,1.47129662596603,50
"{chocolate,whole milk} => {soda}",0.00508388408744281,0.304878048780488,0.0166751398068124,1.74838227974116,50
"{chocolate,other vegetables} => {whole milk}",0.00549059481443823,0.432,0.012709710218607,1.69069637883008,54
"{chocolate,whole milk} => {other vegetables}",0.00549059481443823,0.329268292682927,0.0166751398068124,1.70170975225254,54
"{coffee,yogurt} => {whole milk}",0.00508388408744281,0.520833333333333,0.00976105744789019,2.03835886722377,50
"{coffee,whole milk} => {yogurt}",0.00508388408744281,0.271739130434783,0.0187086934417895,1.94792590949423,50
"{coffee,other vegetables} => {whole milk}",0.00640569395017794,0.477272727272727,0.013421453990849,1.86787794378324,63
"{coffee,whole milk} => {other vegetables}",0.00640569395017794,0.342391304347826,0.0187086934417895,1.76953151774087,63
"{frozen vegetables,root vegetables} => {other vegetables}",0.00610066090493137,0.526315789473684,0.0115912557193696,2.72008186519899,60
"{frozen vegetables,other vegetables} => {root vegetables}",0.00610066090493137,0.342857142857143,0.0177935943060498,3.1455223880597,60
"{frozen vegetables,root vegetables} => {whole milk}",0.00620233858668022,0.535087719298246,0.0115912557193696,2.09414553095831,61
"{frozen vegetables,whole milk} => {root vegetables}",0.00620233858668022,0.303482587064677,0.0204372140315201,2.78428287666147,61
"{frozen vegetables,yogurt} => {other vegetables}",0.00528723945094052,0.426229508196721,0.0124046771733604,2.20282039575132,52
"{frozen vegetables,other vegetables} => {yogurt}",0.00528723945094052,0.297142857142857,0.0177935943060498,2.13002915451895,52
"{frozen vegetables,yogurt} => {whole milk}",0.00610066090493137,0.491803278688525,0.0124046771733604,1.9247454221654,60
"{frozen vegetables,whole milk} => {yogurt}",0.00610066090493137,0.298507462686567,0.0204372140315201,2.13981114833993,60
"{frozen vegetables,rolls/buns} => {whole milk}",0.00508388408744281,0.5,0.0101677681748856,1.95682451253482,50
"{frozen vegetables,other vegetables} => {whole milk}",0.00965937976614133,0.542857142857143,0.0177935943060498,2.12455232789495,95
"{frozen vegetables,whole milk} => {other vegetables}",0.00965937976614133,0.472636815920398,0.0204372140315201,2.44266058043989,95
"{beef,root vegetables} => {other vegetables}",0.00793085917641078,0.456140350877193,0.0173868835790544,2.35740428317246,78
"{beef,other vegetables} => {root vegetables}",0.00793085917641078,0.402061855670103,0.0197254702592781,3.68869249115248,78
"{beef,root vegetables} => {whole milk}",0.00803253685815963,0.461988304093567,0.0173868835790544,1.80806007590936,79
"{beef,whole milk} => {root vegetables}",0.00803253685815963,0.37799043062201,0.0212506354855109,3.46785063914875,79
"{beef,yogurt} => {other vegetables}",0.00518556176919166,0.443478260869565,0.0116929334011185,2.29196463250246,51
"{beef,other vegetables} => {yogurt}",0.00518556176919166,0.262886597938144,0.0197254702592781,1.88446770460762,51
"{beef,yogurt} => {whole milk}",0.00610066090493137,0.521739130434783,0.0116929334011185,2.04190383916677,60
"{beef,whole milk} => {yogurt}",0.00610066090493137,0.287081339712919,0.0212506354855109,2.05790450151352,60
"{beef,rolls/buns} => {other vegetables}",0.0057956278596848,0.425373134328358,0.0136248093543467,2.1983945223959,57
"{beef,other vegetables} => {rolls/buns}",0.0057956278596848,0.293814432989691,0.0197254702592781,1.5973825032911,57
"{beef,rolls/buns} => {whole milk}",0.00681240467717336,0.5,0.0136248093543467,1.95682451253482,67
"{beef,whole milk} => {rolls/buns}",0.00681240467717336,0.320574162679426,0.0212506354855109,1.74286726918306,67
"{beef,other vegetables} => {whole milk}",0.00925266903914591,0.469072164948454,0.0197254702592781,1.83578382103782,91
"{beef,whole milk} => {other vegetables}",0.00925266903914591,0.435406698564593,0.0212506354855109,2.25024954302826,91
"{curd,whipped/sour cream} => {whole milk}",0.00589730554143366,0.563106796116505,0.0104728012201322,2.20380236363145,58
"{curd,tropical fruit} => {yogurt}",0.00528723945094052,0.514851485148515,0.0102694458566345,3.69064457466155,52
"{curd,yogurt} => {tropical fruit}",0.00528723945094052,0.305882352941176,0.0172852058973055,2.91507067943456,52
"{curd,tropical fruit} => {other vegetables}",0.00528723945094052,0.514851485148515,0.0102694458566345,2.66083255724416,52
"{curd,other vegetables} => {tropical fruit}",0.00528723945094052,0.307692307692308,0.0171835282155567,2.93231961836613,52
"{curd,tropical fruit} => {whole milk}",0.00650737163192679,0.633663366336634,0.0102694458566345,2.47993601588571,64
"{curd,root vegetables} => {other vegetables}",0.00549059481443823,0.504672897196262,0.0108795119471276,2.60822803148988,54
"{curd,other vegetables} => {root vegetables}",0.00549059481443823,0.319526627218935,0.0171835282155567,2.93147796520357,54
"{curd,root vegetables} => {whole milk}",0.00620233858668022,0.570093457943925,0.0108795119471276,2.23114570588082,61
"{curd,yogurt} => {other vegetables}",0.00610066090493137,0.352941176470588,0.0172852058973055,1.82405489783932,60
"{curd,other vegetables} => {yogurt}",0.00610066090493137,0.355029585798817,0.0171835282155567,2.54498249003743,60
"{curd,yogurt} => {whole milk}",0.0100660904931368,0.582352941176471,0.0172852058973055,2.27912502048173,99
"{curd,whole milk} => {yogurt}",0.0100660904931368,0.385214007782101,0.026131164209456,2.76135551496863,99
"{curd,rolls/buns} => {whole milk}",0.00589730554143366,0.585858585858586,0.0100660904931368,2.29284488337413,58
"{curd,other vegetables} => {whole milk}",0.00986273512963904,0.57396449704142,0.0171835282155567,2.24629559427074,97
"{curd,whole milk} => {other vegetables}",0.00986273512963904,0.377431906614786,0.026131164209456,1.95062680060768,97
"{napkins,yogurt} => {whole milk}",0.00610066090493137,0.495867768595041,0.0123029994916116,1.94065240912544,60
"{napkins,whole milk} => {yogurt}",0.00610066090493137,0.309278350515464,0.0197254702592781,2.21702082895014,60
"{napkins,rolls/buns} => {whole milk}",0.00528723945094052,0.452173913043478,0.0116929334011185,1.76964999394453,52
"{napkins,whole milk} => {rolls/buns}",0.00528723945094052,0.268041237113402,0.0197254702592781,1.45726123107259,52
"{napkins,other vegetables} => {whole milk}",0.00681240467717336,0.471830985915493,0.0144382308083376,1.84658087802581,67
"{napkins,whole milk} => {other vegetables}",0.00681240467717336,0.345360824742268,0.0197254702592781,1.78487846103006,67
"{pork,root vegetables} => {other vegetables}",0.00701576004067107,0.514925373134328,0.0136248093543467,2.66121442184767,69
"{other vegetables,pork} => {root vegetables}",0.00701576004067107,0.323943661971831,0.0216573462125064,2.97200178684045,69
"{pork,root vegetables} => {whole milk}",0.00681240467717336,0.5,0.0136248093543467,1.95682451253482,67
"{pork,whole milk} => {root vegetables}",0.00681240467717336,0.307339449541284,0.0221657346212506,2.81966743119266,67
"{pork,rolls/buns} => {other vegetables}",0.00559227249618709,0.495495495495495,0.011286222674123,2.56079779201166,55
"{other vegetables,pork} => {rolls/buns}",0.00559227249618709,0.258215962441315,0.0216573462125064,1.40384410757895,55
"{pork,rolls/buns} => {whole milk}",0.00620233858668022,0.54954954954955,0.011286222674123,2.15074405882205,61
"{pork,whole milk} => {rolls/buns}",0.00620233858668022,0.279816513761468,0.0221657346212506,1.52127994076508,61
"{other vegetables,pork} => {whole milk}",0.0101677681748856,0.469483568075117,0.0216573462125064,1.8373939084834,100
"{pork,whole milk} => {other vegetables}",0.0101677681748856,0.458715596330275,0.0221657346212506,2.37071355223766,100
"{frankfurter,tropical fruit} => {whole milk}",0.00518556176919166,0.548387096774194,0.00945602440264362,2.14619462665109,51
"{frankfurter,whole milk} => {tropical fruit}",0.00518556176919166,0.252475247524752,0.0205388917132689,2.4060988947732,51
"{frankfurter,root vegetables} => {whole milk}",0.00508388408744281,0.5,0.0101677681748856,1.95682451253482,50
"{frankfurter,yogurt} => {whole milk}",0.00620233858668022,0.554545454545455,0.0111845449923742,2.17029627753862,61
"{frankfurter,whole milk} => {yogurt}",0.00620233858668022,0.301980198019802,0.0205388917132689,2.16470499090725,61
"{frankfurter,rolls/buns} => {other vegetables}",0.00559227249618709,0.291005291005291,0.0192170818505338,1.50396060800685,55
